movieId,genres,cute,nudity,sad,scary,violent,rating,Title,year
35,Drama|Romance,0.0,0.0,2.0,0.0,0.0,3.5,Carrington,1995
36,Crime|Drama,0.0,0.0,4.0,0.0,3.0,3.93,Dead Man Walking,1995
37,Documentary|IMAX,0.0,0.0,2.0,0.0,0.0,2.96,Across the Sea of Time,1995
38,Children|Comedy,5.0,0.0,0.0,0.0,0.0,2.91,It Takes Two,1995
39,Comedy|Romance,3.0,0.0,0.0,0.0,0.0,3.42,Clueless,1995
40,Drama,0.0,0.0,2.0,0.0,0.0,3.65,"Cry, the Beloved Country",1995
41,Drama|War,0.0,0.0,0.0,0.0,2.0,3.85,Richard III,1995
42,Action|Crime|Drama,0.0,0.0,0.0,0.0,5.0,3.05,Dead Presidents,1995
43,Drama,0.0,0.0,0.0,0.0,0.0,3.47,Restoration,1995
44,Action|Adventure|Fantasy,0.0,0.0,0.0,0.0,2.0,2.63,Mortal Kombat,1995
45,Comedy|Drama|Thriller,0.0,0.0,0.0,0.0,2.0,3.37,To Die For,1995
46,Drama|Romance,0.0,0.0,0.0,0.0,0.0,3.27,How to Make an American Quilt,1995
47,Mystery|Thriller,0.0,2.0,0.0,4.0,5.0,4.07,Seven,a.k.a. Se7en) (1995
48,Animation|Children|Drama|Musical|Romance,4.0,0.0,0.0,0.0,0.0,2.96,Pocahontas,1995
49,Drama|Romance,0.0,2.0,0.0,0.0,0.0,3.57,When Night Is Falling,1995
50,Crime|Mystery|Thriller,0.0,0.0,0.0,2.0,4.0,4.29,"Usual Suspects, The",1995
51,Action|Drama|Thriller,,,,,,2.6,Guardian Angel,1994
52,Comedy|Drama|Romance,0.0,0.0,0.0,0.0,2.0,3.53,Mighty Aphrodite,1995
53,Adventure|Drama,0.0,0.0,0.0,0.0,0.0,3.7,Lamerica,1994
54,Children|Comedy,2.0,0.0,0.0,0.0,0.0,2.85,"Big Green, The",1995
55,Drama,0.0,0.0,0.0,0.0,0.0,3.23,Georgia,1995
56,Adventure|Children|Comedy|Fantasy,3.0,0.0,0.0,2.0,0.0,2.06,Kids of the Round Table,1995
57,Drama,0.0,0.0,0.0,0.0,0.0,3.32,Home for the Holidays,1995
58,Comedy|Drama|Romance,0.0,0.0,2.0,0.0,0.0,3.96,"Postman, The","Postino, Il) (1994"
59,Drama|Mystery,0.0,0.0,0.0,0.0,2.0,3.6,"Confessional, The","Confessionnal, Le) (1995"
60,Adventure|Children|Fantasy,0.0,0.0,0.0,0.0,0.0,3.07,"Indian in the Cupboard, The",1995
61,Drama|Thriller,0.0,0.0,0.0,0.0,2.0,3.34,Eye for an Eye,1996
62,Drama,0.0,0.0,2.0,0.0,0.0,3.75,Mr. Holland's Opus,1995
63,Comedy|Crime,0.0,0.0,0.0,0.0,0.0,3.12,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996
64,Comedy|Romance,2.0,0.0,0.0,0.0,0.0,2.84,Two if by Sea,1996
65,Comedy,0.0,0.0,0.0,0.0,0.0,2.4,Bio-Dome,1996
66,Action|Sci-Fi|Thriller,0.0,0.0,0.0,0.0,0.0,2.16,Lawnmower Man 2: Beyond Cyberspace,1996
67,Drama,0.0,0.0,0.0,0.0,0.0,3.35,Two Bits,1995
68,Comedy|Romance,0.0,2.0,0.0,0.0,0.0,3.45,French Twist,Gazon maudit) (1995
69,Comedy,0.0,0.0,0.0,0.0,3.0,3.55,Friday,1995
70,Action|Comedy|Horror|Thriller,0.0,4.0,0.0,3.0,5.0,3.32,From Dusk Till Dawn,1996
71,Action,0.0,0.0,0.0,0.0,2.0,2.35,Fair Game,1995
72,Comedy|Drama,0.0,0.0,0.0,0.0,0.0,3.48,Kicking and Screaming,1995
73,Drama|War,0.0,0.0,2.0,0.0,2.0,3.79,"Misérables, Les",1995
74,Drama|Romance,2.0,0.0,0.0,0.0,0.0,3.3,Bed of Roses,1996
75,Comedy|Drama,0.0,0.0,0.0,2.0,0.0,2.45,Big Bully,1996
76,Action|Sci-Fi|Thriller,0.0,0.0,0.0,2.0,0.0,3.02,Screamers,1995
77,Documentary,0.0,0.0,0.0,0.0,0.0,3.44,Nico Icon,1995
78,Action|Crime|Drama|Thriller,0.0,0.0,0.0,0.0,3.0,3.17,"Crossing Guard, The",1995
79,Drama|Thriller,0.0,0.0,0.0,0.0,0.0,3.16,"Juror, The",1996
80,Children|Drama,3.0,0.0,0.0,0.0,0.0,3.73,"White Balloon, The",Badkonake sefid) (1995
81,Crime|Drama|Romance,0.0,0.0,0.0,0.0,5.0,3.27,Things to Do in Denver When You're Dead,1995
82,Comedy|Drama,0.0,0.0,2.0,0.0,2.0,4.01,Antonia's Line,Antonia) (1995
83,Drama|Romance,0.0,0.0,2.0,0.0,2.0,3.65,Once Upon a Time... When We Were Colored,1995
84,Comedy|Drama,0.0,0.0,0.0,0.0,0.0,3.38,Last Summer in the Hamptons,1995
85,Drama|Romance,0.0,2.0,0.0,0.0,0.0,3.54,Angels and Insects,1995
86,Action|Adventure|Drama,0.0,0.0,0.0,0.0,0.0,3.49,White Squall,1996
87,Children|Comedy,3.0,0.0,0.0,0.0,0.0,2.41,Dunston Checks In,1996
88,Comedy,0.0,0.0,0.0,0.0,0.0,3.13,Black Sheep,1996
89,Action|Thriller,0.0,0.0,0.0,2.0,0.0,3.13,Nick of Time,1995
90,Drama,0.0,0.0,0.0,0.0,0.0,3.34,The Journey of August King,1995
92,Drama|Horror|Thriller,0.0,0.0,0.0,2.0,0.0,2.85,Mary Reilly,1996
93,Comedy|Horror|Romance,0.0,0.0,0.0,2.0,0.0,2.51,Vampire in Brooklyn,1995
94,Comedy|Drama|Romance,0.0,0.0,0.0,0.0,0.0,3.53,Beautiful Girls,1996
95,Action|Adventure|Thriller,0.0,0.0,0.0,0.0,0.0,3.11,Broken Arrow,1996
96,Comedy|Drama,0.0,0.0,0.0,0.0,0.0,3.69,In the Bleak Midwinter,1995
97,Crime|Drama,0.0,0.0,0.0,0.0,5.0,3.99,Hate,"Haine, La) (1995"
98,Action|Thriller,0.0,0.0,0.0,0.0,2.0,2.65,Shopping,1994
99,Documentary,0.0,0.0,0.0,0.0,2.0,3.11,Heidi Fleiss: Hollywood Madam,1995
100,Drama|Thriller,0.0,0.0,0.0,0.0,2.0,3.23,City Hall,1996
101,Adventure|Comedy|Crime|Romance,0.0,0.0,0.0,0.0,2.0,3.77,Bottle Rocket,1996
102,Comedy,0.0,0.0,0.0,2.0,0.0,2.43,Mr. Wrong,1996
103,Mystery|Sci-Fi|Thriller,2.0,0.0,0.0,0.0,2.0,3.27,Unforgettable,1996
104,Comedy,0.0,0.0,0.0,0.0,2.0,3.39,Happy Gilmore,1996
105,Drama|Romance,0.0,0.0,2.0,0.0,0.0,3.33,"Bridges of Madison County, The",1995
106,Comedy|Drama,0.0,0.0,0.0,0.0,0.0,3.41,Nobody Loves Me,Keiner liebt mich) (1994
107,Adventure|Children|Comedy|Musical,2.0,0.0,0.0,0.0,2.0,3.2,Muppet Treasure Island,1996
108,Documentary,0.0,0.0,0.0,0.0,0.0,3.04,Catwalk,1996
109,Comedy|Drama|Thriller,,,,,,2.33,Headless Body in Topless Bar,1995
110,Action|Drama|War,0.0,2.0,2.0,2.0,5.0,4.01,Braveheart,1995
111,Crime|Drama|Thriller,0.0,0.0,2.0,2.0,5.0,4.09,Taxi Driver,1976
112,Action|Adventure|Comedy|Crime,0.0,0.0,0.0,0.0,3.0,3.4,Rumble in the Bronx,Hont faan kui) (1995
113,Drama|Mystery,0.0,0.0,0.0,0.0,0.0,3.13,Before and After,1996
114,Drama,0.0,0.0,2.0,0.0,2.0,3.63,Margaret's Museum,1995
115,Comedy,0.0,0.0,0.0,0.0,0.0,3.39,Happiness Is in the Field,"Bonheur est dans le pré, Le) (1995"
116,Documentary,0.0,0.0,2.0,0.0,0.0,3.91,Anne Frank Remembered,1995
117,Crime|Drama,0.0,0.0,2.0,0.0,4.0,3.59,"Young Poisoner's Handbook, The",1995
118,Comedy|Romance,2.0,0.0,0.0,0.0,0.0,3.01,If Lucy Fell,1996
119,Comedy,0.0,0.0,0.0,0.0,0.0,2.8,"Steal Big, Steal Little",1995
120,Adventure|Comedy|Drama,4.0,0.0,0.0,0.0,0.0,2.88,Race the Sun,1996
121,Drama,0.0,2.0,2.0,0.0,3.0,3.74,"Boys of St. Vincent, The",1992
122,Comedy|Romance,0.0,0.0,0.0,0.0,0.0,2.86,Boomerang,1992
123,Drama|Mystery|Romance,0.0,0.0,0.0,0.0,2.0,3.99,Chungking Express,Chung Hing sam lam) (1994
124,Drama,0.0,0.0,0.0,0.0,0.0,3.49,"Star Maker, The","Uomo delle stelle, L') (1995"
125,Comedy,0.0,0.0,0.0,0.0,2.0,3.74,Flirting With Disaster,1996
126,Adventure|Children|Fantasy,0.0,0.0,0.0,0.0,0.0,2.34,"NeverEnding Story III, The",1994
127,Drama,0.0,0.0,0.0,0.0,0.0,3.22,"Silences of the Palace, The",Saimt el Qusur) (1994
128,Documentary,0.0,0.0,2.0,0.0,2.0,3.48,Jupiter's Wife,1994
129,Comedy|Romance,2.0,0.0,0.0,0.0,0.0,3.17,Pie in the Sky,1996
130,Drama,,,,,,3.24,Angela,1995
131,Drama|Romance,0.0,0.0,0.0,0.0,0.0,3.31,Frankie Starlight,1995
132,Thriller,0.0,3.0,0.0,0.0,2.0,2.77,Jade,1995
133,Comedy|Drama,,,,,,2.5,Nueba Yol,1995
134,Documentary,,,,,,3.64,Sonic Outlaws,1995
135,Comedy,0.0,0.0,0.0,0.0,0.0,3.0,Down Periscope,1996
136,Documentary,0.0,0.0,0.0,0.0,0.0,3.56,From the Journals of Jean Seberg,1995
137,Documentary,0.0,0.0,0.0,2.0,0.0,3.3,Man of the Year,1995
138,Drama,0.0,0.0,0.0,0.0,2.0,3.28,"Neon Bible, The",1995
139,Action|Drama,,,,,,3.1,Target,1995
140,Drama|Romance,2.0,0.0,0.0,0.0,0.0,3.31,Up Close and Personal,1996
141,Comedy,0.0,0.0,0.0,0.0,0.0,3.52,"Birdcage, The",1996
142,Drama,,,,,,3.06,Shadows,Cienie) (1988
143,Drama,,,,,,2.19,Gospa,1995
144,Comedy,0.0,0.0,0.0,0.0,2.0,3.47,"Brothers McMullen, The",1995
145,Action|Comedy|Crime|Drama|Thriller,0.0,0.0,0.0,0.0,2.0,3.28,Bad Boys,1995
146,Adventure|Children,5.0,0.0,0.0,2.0,0.0,2.9,"Amazing Panda Adventure, The",1995
147,Drama,0.0,0.0,2.0,2.0,4.0,3.6,"Basketball Diaries, The",1995
148,Drama,0.0,0.0,0.0,0.0,0.0,2.91,"Awfully Big Adventure, An",1995
149,Crime|Drama|Thriller,0.0,0.0,0.0,0.0,2.0,3.69,Amateur,1994
150,Adventure|Drama|IMAX,0.0,0.0,0.0,2.0,0.0,3.88,Apollo 13,1995
151,Action|Drama|Romance|War,0.0,0.0,0.0,0.0,4.0,3.52,Rob Roy,1995
152,Drama|Horror,0.0,0.0,0.0,2.0,2.0,3.09,"Addiction, The",1995
153,Action|Adventure|Comedy|Crime,0.0,0.0,0.0,2.0,2.0,2.9,Batman Forever,1995
154,Drama,0.0,2.0,0.0,0.0,3.0,3.8,Beauty of the Day,Belle de jour) (1967
155,Adventure|Drama|War,0.0,0.0,0.0,0.0,0.0,3.4,Beyond Rangoon,1995
156,Comedy|Drama,0.0,0.0,0.0,0.0,0.0,3.53,Blue in the Face,1995
157,Comedy|War,0.0,0.0,0.0,0.0,0.0,2.79,Canadian Bacon,1995
158,Adventure|Children,5.0,0.0,0.0,2.0,0.0,2.89,Casper,1995
159,Crime|Drama|Mystery,0.0,0.0,0.0,0.0,4.0,3.41,Clockers,1995
160,Action|Adventure|Mystery|Sci-Fi,0.0,0.0,0.0,2.0,0.0,2.61,Congo,1995
161,Drama|Thriller|War,0.0,0.0,0.0,2.0,0.0,3.75,Crimson Tide,1995
162,Documentary,0.0,0.0,0.0,2.0,3.0,3.99,Crumb,1994
163,Action|Romance|Western,0.0,2.0,0.0,0.0,5.0,3.43,Desperado,1995
164,Crime|Film-Noir|Mystery|Thriller,0.0,0.0,0.0,0.0,2.0,3.46,Devil in a Blue Dress,1995
165,Action|Crime|Thriller,0.0,0.0,0.0,0.0,2.0,3.51,Die Hard: With a Vengeance,1995
166,Comedy|Crime|Drama,0.0,2.0,0.0,0.0,4.0,2.84,"Doom Generation, The",1995
167,Drama,0.0,0.0,0.0,0.0,2.0,3.19,Feast of July,1995
168,Action|Drama|Romance,0.0,0.0,0.0,0.0,0.0,3.06,First Knight,1995
169,Adventure|Children|Drama,2.0,0.0,0.0,0.0,0.0,2.3,Free Willy 2: The Adventure Home,1995
170,Action|Adventure|Crime|Thriller,0.0,0.0,0.0,0.0,0.0,3.22,Hackers,1995
171,Comedy|Drama,0.0,0.0,2.0,0.0,2.0,3.6,Jeffrey,1995
172,Action|Sci-Fi|Thriller,0.0,0.0,0.0,0.0,2.0,2.75,Johnny Mnemonic,1995
173,Action|Crime|Sci-Fi,0.0,0.0,0.0,0.0,2.0,2.54,Judge Dredd,1995
174,Comedy,0.0,0.0,0.0,0.0,0.0,2.45,Jury Duty,1995
175,Drama,0.0,3.0,0.0,2.0,4.0,3.52,Kids,1995
176,Comedy,0.0,0.0,0.0,0.0,2.0,3.85,Living in Oblivion,1995
177,Horror,0.0,0.0,0.0,3.0,3.0,2.89,Lord of Illusions,1995
178,Comedy|Drama,0.0,0.0,0.0,0.0,2.0,3.38,Love & Human Remains,1993
179,Drama|Romance,2.0,0.0,0.0,2.0,2.0,2.75,Mad Love,1995
180,Comedy|Romance,0.0,0.0,0.0,0.0,2.0,3.57,Mallrats,1995
181,Action|Children,0.0,0.0,0.0,2.0,0.0,1.99,Mighty Morphin Power Rangers: The Movie,1995
182,Drama|Romance,0.0,0.0,0.0,0.0,0.0,3.08,Moonlight and Valentino,1995
183,Comedy|Horror|Thriller,0.0,0.0,0.0,2.0,0.0,3.36,Mute Witness,1994
184,Drama,0.0,0.0,0.0,0.0,2.0,3.11,Nadja,1994
185,Action|Crime|Thriller,2.0,0.0,0.0,2.0,0.0,3.12,"Net, The",1995
186,Comedy|Romance,2.0,0.0,0.0,0.0,0.0,2.87,Nine Months,1995
187,Comedy,2.0,0.0,0.0,0.0,0.0,3.45,Party Girl,1995
188,Fantasy|Horror|Mystery,0.0,0.0,0.0,2.0,2.0,3.33,"Prophecy, The",1995
189,Comedy|Fantasy,0.0,0.0,0.0,0.0,0.0,3.01,Reckless,1995
190,Thriller,0.0,0.0,0.0,0.0,0.0,3.58,Safe,1995
191,Drama|Romance,0.0,0.0,0.0,0.0,0.0,2.69,"Scarlet Letter, The",1995
192,Documentary,0.0,0.0,0.0,0.0,2.0,3.02,The Show,1995
193,Drama,0.0,5.0,0.0,0.0,2.0,2.25,Showgirls,1995
194,Comedy|Drama,0.0,0.0,0.0,0.0,2.0,3.84,Smoke,1995
195,Comedy|Drama|Romance,0.0,0.0,0.0,0.0,0.0,3.09,Something to Talk About,1995
196,Horror|Sci-Fi,0.0,3.0,0.0,2.0,2.0,2.83,Species,1995
197,Drama,0.0,0.0,0.0,0.0,0.0,3.08,"Stars Fell on Henrietta, The",1995
198,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,0.0,0.0,0.0,0.0,4.0,3.42,Strange Days,1995
199,Drama|Musical|Romance,0.0,0.0,0.0,0.0,0.0,3.77,"Umbrellas of Cherbourg, The","Parapluies de Cherbourg, Les) (1964"
200,Thriller,0.0,0.0,0.0,0.0,2.0,2.84,"Tie That Binds, The",1995
201,Drama|Fantasy,0.0,0.0,0.0,0.0,0.0,3.03,Three Wishes,1995
202,Drama|Romance,0.0,0.0,0.0,0.0,3.0,3.06,Total Eclipse,1995
203,Comedy,2.0,0.0,0.0,0.0,0.0,3.16,"To Wong Foo, Thanks for Everything! Julie Newmar",1995
204,Action,0.0,0.0,0.0,0.0,2.0,2.93,Under Siege 2: Dark Territory,1995
205,Comedy|Drama,0.0,0.0,0.0,0.0,0.0,3.51,Unstrung Heroes,1995
206,Documentary,0.0,0.0,0.0,0.0,0.0,3.47,Unzipped,1995
207,Drama|Romance,2.0,0.0,0.0,0.0,0.0,3.37,"Walk in the Clouds, A",1995
208,Action|Adventure|Sci-Fi,0.0,0.0,0.0,0.0,0.0,2.86,Waterworld,1995
209,Drama,0.0,0.0,0.0,2.0,2.0,2.82,White Man's Burden,1995
210,Western,0.0,0.0,0.0,0.0,2.0,2.88,Wild Bill,1995
211,Drama,0.0,0.0,0.0,0.0,0.0,3.59,"Browning Version, The",1994
212,Adventure|Comedy|Crime|Mystery,0.0,0.0,0.0,2.0,0.0,2.56,Bushwhacked,1995
213,Drama,0.0,0.0,2.0,0.0,0.0,4.02,Burnt by the Sun,Utomlyonnye solntsem) (1994
214,Drama|War,0.0,0.0,0.0,0.0,2.0,4.04,Before the Rain,Pred dozhdot) (1994
215,Drama|Romance,2.0,0.0,0.0,0.0,0.0,3.9,Before Sunrise,1995
216,Comedy,0.0,0.0,0.0,0.0,0.0,3.25,Billy Madison,1995
217,Drama|Thriller,0.0,2.0,0.0,0.0,0.0,2.74,"Babysitter, The",1995
218,Comedy|Drama,2.0,0.0,2.0,0.0,2.0,3.28,Boys on the Side,1995
219,Drama,0.0,0.0,3.0,0.0,0.0,3.61,"Cure, The",1995
220,Horror,0.0,0.0,0.0,3.0,3.0,2.42,Castle Freak,1995
222,Drama|Romance,0.0,0.0,0.0,0.0,0.0,3.53,Circle of Friends,1995
223,Comedy,0.0,0.0,0.0,0.0,3.0,3.85,Clerks,1994
224,Comedy|Drama|Romance,2.0,0.0,0.0,0.0,0.0,3.44,Don Juan DeMarco,1995
225,Drama|Thriller,0.0,0.0,0.0,0.0,0.0,3.29,Disclosure,1994
226,Thriller,,,,,,2.69,Dream Man,1995
227,Action|Thriller,0.0,0.0,0.0,0.0,0.0,3.07,Drop Zone,1994
228,Comedy,0.0,0.0,0.0,0.0,3.0,2.68,Destiny Turns on the Radio,1995
229,Drama|Thriller,0.0,0.0,0.0,0.0,2.0,3.56,Death and the Maiden,1994
230,Drama|Thriller,0.0,0.0,0.0,2.0,0.0,3.58,Dolores Claiborne,1995
231,Adventure|Comedy,0.0,0.0,0.0,0.0,0.0,2.96,Dumb & Dumber,Dumb and Dumber) (1994
232,Comedy|Drama|Romance,0.0,0.0,0.0,0.0,0.0,4.02,Eat Drink Man Woman,Yin shi nan nu) (1994
233,Drama,0.0,0.0,0.0,0.0,0.0,3.52,Exotica,1994
234,Comedy,0.0,2.0,0.0,0.0,0.0,2.67,Exit to Eden,1994
235,Comedy|Drama,0.0,0.0,0.0,0.0,2.0,3.66,Ed Wood,1994
236,Action|Comedy|Romance,4.0,0.0,0.0,0.0,0.0,3.31,French Kiss,1995
237,Comedy|Romance,2.0,0.0,0.0,0.0,0.0,3.22,Forget Paris,1995
238,Adventure|Children,3.0,0.0,0.0,0.0,0.0,3.17,Far From Home: The Adventures of Yellow Dog,1995
239,Animation|Children|Comedy|Romance,4.0,0.0,0.0,0.0,0.0,3.1,"Goofy Movie, A",1995
240,Thriller,0.0,0.0,0.0,2.0,2.0,2.9,Hideaway,1995
241,Children|Drama,4.0,0.0,2.0,0.0,0.0,3.02,Fluke,1995
242,Drama|Musical,0.0,0.0,2.0,0.0,2.0,3.39,Farinelli: il castrato,1994
243,Children|Comedy|Fantasy,4.0,0.0,0.0,0.0,0.0,2.51,Gordy,1995
244,Animation|Children,0.0,0.0,0.0,0.0,0.0,2.36,Gumby: The Movie,1995
245,Crime|Drama,0.0,0.0,0.0,0.0,3.0,2.96,The Glass Shield,1994
246,Documentary,0.0,0.0,0.0,0.0,2.0,4.0,Hoop Dreams,1994
247,Crime|Drama,0.0,0.0,0.0,0.0,4.0,3.82,Heavenly Creatures,1994
248,Comedy,0.0,0.0,0.0,2.0,0.0,3.01,Houseguest,1994
249,Drama|Romance,0.0,0.0,2.0,0.0,2.0,3.67,Immortal Beloved,1994
250,Children|Comedy,0.0,0.0,0.0,0.0,0.0,3.05,Heavyweights,Heavy Weights) (1995
251,Action,0.0,0.0,0.0,2.0,4.0,3.04,"Hunted, The",1995
252,Comedy|Romance,5.0,0.0,0.0,0.0,0.0,3.21,I.Q.,1994
253,Drama|Horror,0.0,2.0,0.0,3.0,3.0,3.51,Interview with the Vampire: The Vampire Chronicles,1994
254,Drama,0.0,0.0,0.0,0.0,0.0,2.89,Jefferson in Paris,1995
255,Comedy,0.0,0.0,0.0,0.0,0.0,2.28,"Jerky Boys, The",1995
256,Comedy|Sci-Fi,0.0,0.0,0.0,0.0,0.0,2.68,Junior,1994
257,Mystery|Thriller,0.0,0.0,0.0,0.0,0.0,3.41,Just Cause,1995
258,Adventure|Children|Comedy|Fantasy|Romance,4.0,0.0,0.0,2.0,0.0,2.63,"Kid in King Arthur's Court, A",1995
259,Crime|Drama|Thriller,0.0,0.0,0.0,2.0,4.0,3.07,Kiss of Death,1995
260,Action|Adventure|Sci-Fi,0.0,0.0,0.0,4.0,2.0,4.12,Star Wars: Episode IV - A New Hope,1977
261,Drama,2.0,0.0,0.0,0.0,0.0,3.6,Little Women,1994
262,Children|Drama,2.0,0.0,0.0,0.0,0.0,3.76,"Little Princess, A",1995
263,Drama,0.0,0.0,2.0,0.0,3.0,3.73,Ladybird Ladybird,1994
264,Drama,0.0,0.0,0.0,0.0,3.0,3.33,"Enfer, L'",1994
265,Drama|Fantasy|Romance,0.0,0.0,2.0,0.0,0.0,3.92,Like Water for Chocolate,Como agua para chocolate) (1992
266,Drama|Romance|War|Western,0.0,0.0,3.0,0.0,0.0,3.5,Legends of the Fall,1994
267,Comedy,0.0,0.0,0.0,2.0,0.0,2.91,Major Payne,1995
268,Crime|Drama,0.0,0.0,0.0,0.0,3.0,3.3,Little Odessa,1994
269,Drama,0.0,0.0,3.0,0.0,2.0,3.48,My Crazy Life,Mi vida loca) (1993
270,Drama|Romance,2.0,0.0,0.0,0.0,0.0,3.18,Love Affair,1994
271,Drama,2.0,0.0,0.0,0.0,0.0,3.33,Losing Isaiah,1995
272,Comedy|Drama,0.0,0.0,0.0,0.0,0.0,3.74,"Madness of King George, The",1994
273,Drama|Horror|Sci-Fi,0.0,0.0,0.0,3.0,2.0,3.12,Mary Shelley's Frankenstein,Frankenstein) (1994
274,Comedy,2.0,0.0,0.0,0.0,0.0,2.84,Man of the House,1995
275,Comedy,0.0,0.0,0.0,0.0,0.0,2.73,Mixed Nuts,1994
276,Comedy|Romance,2.0,0.0,0.0,0.0,0.0,2.98,Milk Money,1994
277,Drama,3.0,0.0,0.0,0.0,0.0,3.39,Miracle on 34th Street,1994
278,Comedy,0.0,0.0,0.0,0.0,0.0,3.02,Miami Rhapsody,1995
279,Drama,0.0,0.0,0.0,0.0,0.0,3.69,My Family,1995
280,Drama|Thriller,0.0,0.0,2.0,2.0,2.0,3.72,Murder in the First,1995
281,Comedy|Drama|Romance,0.0,0.0,0.0,0.0,2.0,3.66,Nobody's Fool,1994
282,Drama,0.0,0.0,3.0,0.0,0.0,3.39,Nell,1994
283,Crime|Drama,0.0,0.0,0.0,0.0,3.0,3.09,New Jersey Drive,1995
284,Action|Crime,,,,,,2.8,New York Cop,Nyû Yôku no koppu) (1993
285,Drama|Horror,0.0,0.0,0.0,2.0,3.0,2.37,Beyond Bedlam,1993
286,Action|Sci-Fi|Thriller,0.0,0.0,0.0,0.0,0.0,2.01,Nemesis 2: Nebula,1995
287,Comedy|Romance,0.0,0.0,0.0,0.0,0.0,3.24,Nina Takes a Lover,1994
288,Action|Crime|Thriller,0.0,2.0,0.0,0.0,5.0,3.25,Natural Born Killers,1994
289,Comedy|Romance,3.0,0.0,0.0,0.0,0.0,3.36,Only You,1994
290,Crime|Drama,0.0,0.0,3.0,0.0,5.0,3.99,Once Were Warriors,1994
291,Drama|Thriller,0.0,5.0,0.0,0.0,2.0,2.3,Poison Ivy II,1996
292,Action|Drama|Sci-Fi|Thriller,2.0,0.0,0.0,2.0,0.0,3.42,Outbreak,1995
293,Action|Crime|Drama|Thriller,0.0,0.0,2.0,2.0,5.0,4.09,Léon: The Professional,a.k.a. The Professional) (Léon) (1994
294,Comedy|Romance,2.0,0.0,0.0,0.0,0.0,3.17,"Perez Family, The",1995
295,Comedy|Romance,0.0,0.0,0.0,0.0,0.0,2.8,"Pyromaniac's Love Story, A",1995
