,movieId,title,year,rating,genres,cute,nudity,sad,scary,violent
234,237,Forget Paris,1995,3.22,"Comedy,Romance",2.0,0.0,0.0,0.0,0.0
235,238,Far From Home: The Adventures of Yellow Dog,1995,3.17,"Adventure,Children",3.0,0.0,0.0,0.0,0.0
236,239,"Goofy Movie, A",1995,3.1,"Animation,Children,Comedy,Romance",4.0,0.0,0.0,0.0,0.0
237,240,Hideaway,1995,2.9,Thriller,0.0,0.0,0.0,2.0,2.0
238,241,Fluke,1995,3.02,"Children,Drama",4.0,0.0,2.0,0.0,0.0
239,242,Farinelli: il castrato,1994,3.39,"Drama,Musical",0.0,0.0,2.0,0.0,2.0
240,243,Gordy,1995,2.51,"Children,Comedy,Fantasy",4.0,0.0,0.0,0.0,0.0
241,244,Gumby: The Movie,1995,2.36,"Animation,Children",0.0,0.0,0.0,0.0,0.0
242,245,The Glass Shield,1994,2.96,"Crime,Drama",0.0,0.0,0.0,0.0,3.0
243,246,Hoop Dreams,1994,4.0,Documentary,0.0,0.0,0.0,0.0,2.0
244,247,Heavenly Creatures,1994,3.82,"Crime,Drama",0.0,0.0,0.0,0.0,4.0
245,248,Houseguest,1994,3.01,Comedy,0.0,0.0,0.0,2.0,0.0
246,249,Immortal Beloved,1994,3.67,"Drama,Romance",0.0,0.0,2.0,0.0,2.0
247,250,Heavyweights (Heavy Weights),1995,3.05,"Children,Comedy",0.0,0.0,0.0,0.0,0.0
248,251,"Hunted, The",1995,3.04,Action,0.0,0.0,0.0,2.0,4.0
249,252,I.Q.,1994,3.21,"Comedy,Romance",5.0,0.0,0.0,0.0,0.0
250,253,Interview with the Vampire: The Vampire Chronicles,1994,3.51,"Drama,Horror",0.0,2.0,0.0,3.0,3.0
251,254,Jefferson in Paris,1995,2.89,Drama,0.0,0.0,0.0,0.0,0.0
252,255,"Jerky Boys, The",1995,2.28,Comedy,0.0,0.0,0.0,0.0,0.0
253,256,Junior,1994,2.68,"Comedy,Sci-Fi",0.0,0.0,0.0,0.0,0.0
254,257,Just Cause,1995,3.41,"Mystery,Thriller",0.0,0.0,0.0,0.0,0.0
255,258,"Kid in King Arthur's Court, A",1995,2.63,"Adventure,Children,Comedy,Fantasy,Romance",4.0,0.0,0.0,2.0,0.0
256,259,Kiss of Death,1995,3.07,"Crime,Drama,Thriller",0.0,0.0,0.0,2.0,4.0
257,260,Star Wars: Episode IV - A New Hope,1977,4.12,"Action,Adventure,Sci-Fi",0.0,0.0,0.0,4.0,2.0
258,261,Little Women,1994,3.6,Drama,2.0,0.0,0.0,0.0,0.0
259,262,"Little Princess, A",1995,3.76,"Children,Drama",2.0,0.0,0.0,0.0,0.0
260,263,Ladybird Ladybird,1994,3.73,Drama,0.0,0.0,2.0,0.0,3.0
261,264,"Enfer, L'",1994,3.33,Drama,0.0,0.0,0.0,0.0,3.0
262,265,Like Water for Chocolate (Como agua para chocolate),1992,3.92,"Drama,Fantasy,Romance",0.0,0.0,2.0,0.0,0.0
263,266,Legends of the Fall,1994,3.5,"Drama,Romance,War,Western",0.0,0.0,3.0,0.0,0.0
264,267,Major Payne,1995,2.91,Comedy,0.0,0.0,0.0,2.0,0.0
265,268,Little Odessa,1994,3.3,"Crime,Drama",0.0,0.0,0.0,0.0,3.0
266,269,My Crazy Life (Mi vida loca),1993,3.48,Drama,0.0,0.0,3.0,0.0,2.0
267,270,Love Affair,1994,3.18,"Drama,Romance",2.0,0.0,0.0,0.0,0.0
268,271,Losing Isaiah,1995,3.33,Drama,2.0,0.0,0.0,0.0,0.0
269,272,"Madness of King George, The",1994,3.74,"Comedy,Drama",0.0,0.0,0.0,0.0,0.0
270,273,Mary Shelley's Frankenstein (Frankenstein),1994,3.12,"Drama,Horror,Sci-Fi",0.0,0.0,0.0,3.0,2.0
271,274,Man of the House,1995,2.84,Comedy,2.0,0.0,0.0,0.0,0.0
272,275,Mixed Nuts,1994,2.73,Comedy,0.0,0.0,0.0,0.0,0.0
273,276,Milk Money,1994,2.98,"Comedy,Romance",2.0,0.0,0.0,0.0,0.0
274,277,Miracle on 34th Street,1994,3.39,Drama,3.0,0.0,0.0,0.0,0.0
275,278,Miami Rhapsody,1995,3.02,Comedy,0.0,0.0,0.0,0.0,0.0
276,279,My Family,1995,3.69,Drama,0.0,0.0,0.0,0.0,0.0
277,280,Murder in the First,1995,3.72,"Drama,Thriller",0.0,0.0,2.0,2.0,2.0
278,281,Nobody's Fool,1994,3.66,"Comedy,Drama,Romance",0.0,0.0,0.0,0.0,2.0
279,282,Nell,1994,3.39,Drama,0.0,0.0,3.0,0.0,0.0
280,283,New Jersey Drive,1995,3.09,"Crime,Drama",0.0,0.0,0.0,0.0,3.0
282,285,Beyond Bedlam,1993,2.37,"Drama,Horror",0.0,0.0,0.0,2.0,3.0
283,286,Nemesis 2: Nebula,1995,2.01,"Action,Sci-Fi,Thriller",0.0,0.0,0.0,0.0,0.0
284,287,Nina Takes a Lover,1994,3.24,"Comedy,Romance",0.0,0.0,0.0,0.0,0.0
